Dataset,Feature set,Original feature name,Cluster ID,Cluster representative (randomly selected),Metagenomics transformation
crc_zeller_16s_2014,P,P__PWY.6519,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
crc_zeller_16s_2014,P,P__BRANCHED.CHAIN.AA.SYN.PWY,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
crc_zeller_16s_2014,P,P__PWY.5103,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
crc_zeller_16s_2014,P,P__GALACTARDEG.PWY,34,P__GALACTARDEG.PWY_Cluster34,Relative abundances
crc_zeller_16s_2014,P,P__GLUCARGALACTSUPER.PWY,34,P__GALACTARDEG.PWY_Cluster34,Relative abundances
crc_zeller_2014,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_zeller_2014,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_zeller_2014,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_zeller_2014,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_zeller_2014,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_zeller_2014,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_zeller_2014,P,P__FOLSYN.PWY,28,P__FOLSYN.PWY_Cluster28,Relative abundances
crc_zeller_2014,P,P__PWY.6612,28,P__FOLSYN.PWY_Cluster28,Relative abundances
crc_zeller_2014,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_zeller_2014,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_zeller_2014,P,P__MET.SAM.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
crc_zeller_2014,P,P__METSYN.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
edd_singh_16s_2015,P,P__HCAMHPDEG.PWY,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
edd_singh_16s_2015,P,P__PWY.6690,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
edd_singh_16s_2015,P,P__PWY0.1277,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
edd_singh_16s_2015,P,P__PWY0.41,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
edd_singh_16s_2015,P,P__PEPTIDOGLYCANSYN.PWY,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
edd_singh_16s_2015,P,P__PWY.6385,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
edd_singh_16s_2015,P,P__PWY.6386,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
edd_singh_16s_2015,P,P__PWY.6387,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
edd_singh_16s_2015,P,P__PWY.7208,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
edd_singh_16s_2015,P,P__PWY.5838,130,P__PWY.5838_Cluster130,Relative abundances
edd_singh_16s_2015,P,P__PWY.5861,130,P__PWY.5838_Cluster130,Relative abundances
edd_singh_16s_2015,P,P__PWY.5897,130,P__PWY.5838_Cluster130,Relative abundances
edd_singh_16s_2015,P,P__PWY.5898,130,P__PWY.5838_Cluster130,Relative abundances
edd_singh_16s_2015,P,P__PWY.5899,130,P__PWY.5838_Cluster130,Relative abundances
edd_singh_16s_2015,P,P__PWY.5845,132,P__PWY.5845_Cluster132,Relative abundances
edd_singh_16s_2015,P,P__PWY.5850,132,P__PWY.5845_Cluster132,Relative abundances
edd_singh_16s_2015,P,P__PWY.5860,132,P__PWY.5845_Cluster132,Relative abundances
edd_singh_16s_2015,P,P__PWY.5862,132,P__PWY.5845_Cluster132,Relative abundances
edd_singh_16s_2015,P,P__PWY.5896,132,P__PWY.5845_Cluster132,Relative abundances
esrd_wang_2020,T,T__Eubacterium_dolichum_CAG_375,73,T__Eubacterium_dolichum_CAG_375_Cluster73,Relative abundances
esrd_wang_2020,T,T__Absiella_dolichum,73,T__Eubacterium_dolichum_CAG_375_Cluster73,Relative abundances
esrd_wang_2020,P,P__BIOTIN.BIOSYNTHESIS.PWY,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
esrd_wang_2020,P,P__PWY.6519,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
esrd_wang_2020,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
esrd_wang_2020,P,P__ILEUSYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
esrd_wang_2020,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
esrd_wang_2020,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
esrd_wang_2020,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
esrd_wang_2020,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
esrd_wang_2020,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
esrd_wang_2020,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
esrd_wang_2020,P,P__FOLSYN.PWY,28,P__FOLSYN.PWY_Cluster28,Relative abundances
esrd_wang_2020,P,P__PWY.6612,28,P__FOLSYN.PWY_Cluster28,Relative abundances
esrd_wang_2020,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
esrd_wang_2020,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
esrd_wang_2020,P,P__HCAMHPDEG.PWY,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
esrd_wang_2020,P,P__PWY.6690,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
esrd_wang_2020,P,P__MET.SAM.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
esrd_wang_2020,P,P__METSYN.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
esrd_wang_2020,P,P__PWY.5347,63,P__MET.SAM.PWY_Cluster63,Relative abundances
esrd_wang_2020,All,T__Eubacterium_dolichum_CAG_375,73,T__Eubacterium_dolichum_CAG_375_Cluster73,Relative abundances
esrd_wang_2020,All,T__Absiella_dolichum,73,T__Eubacterium_dolichum_CAG_375_Cluster73,Relative abundances
igt_karlsson_2013,P,P__PWY.5838,123,P__PWY.5838_Cluster123,Relative abundances
igt_karlsson_2013,P,P__PWY.5861,123,P__PWY.5838_Cluster123,Relative abundances
igt_karlsson_2013,P,P__PWY.5897,123,P__PWY.5838_Cluster123,Relative abundances
igt_karlsson_2013,P,P__PWY.5898,123,P__PWY.5838_Cluster123,Relative abundances
igt_karlsson_2013,P,P__PWY.5899,123,P__PWY.5838_Cluster123,Relative abundances
igt_karlsson_2013,P,P__PWY.5845,125,P__PWY.5845_Cluster125,Relative abundances
igt_karlsson_2013,P,P__PWY.5862,125,P__PWY.5845_Cluster125,Relative abundances
me_cfs_nagySzakal_2017,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.5103,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
me_cfs_nagySzakal_2017,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
me_cfs_nagySzakal_2017,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.5989,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWYG.321,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
me_cfs_nagySzakal_2017,P,P__FOLSYN.PWY,28,P__FOLSYN.PWY_Cluster28,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY.6612,28,P__FOLSYN.PWY_Cluster28,Relative abundances
me_cfs_nagySzakal_2017,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
me_cfs_nagySzakal_2017,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
me_cfs_nagySzakal_2017,P,P__P4.PWY,75,P__P4.PWY_Cluster75,Relative abundances
me_cfs_nagySzakal_2017,P,P__PWY0.781,75,P__P4.PWY_Cluster75,Relative abundances
noncdi_schubert_16s_2014,P,P__BIOTIN.BIOSYNTHESIS.PWY,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6519,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
noncdi_schubert_16s_2014,P,P__BRANCHED.CHAIN.AA.SYN.PWY,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
noncdi_schubert_16s_2014,P,P__ILEUSYN.PWY,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.5101,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.5103,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
noncdi_schubert_16s_2014,P,P__VALSYN.PWY,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
noncdi_schubert_16s_2014,P,P__CATECHOL.ORTHO.CLEAVAGE.PWY,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.5181,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.5417,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.5431,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6071,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6182,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6185,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY0.1533,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY0.321,15,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster15,Relative abundances
noncdi_schubert_16s_2014,P,P__CENTFERM.PWY,16,P__CENTFERM.PWY_Cluster16,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6590,16,P__CENTFERM.PWY_Cluster16,Relative abundances
noncdi_schubert_16s_2014,P,P__FOLSYN.PWY,30,P__FOLSYN.PWY_Cluster30,Relative abundances
noncdi_schubert_16s_2014,P,P__PWY.6612,30,P__FOLSYN.PWY_Cluster30,Relative abundances
ob_turnbaugh_16s_2009,P,P__ARGSYN.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
ob_turnbaugh_16s_2009,P,P__ARGSYNBSUB.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
ob_turnbaugh_16s_2009,P,P__PWY.7400,5,P__ARGSYN.PWY_Cluster5,Relative abundances
par_scheperjans_16s_2015,P,P__DENOVOPURINE2.PWY,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
par_scheperjans_16s_2015,P,P__PWY.841,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
schizofrenia_zhu_2020,P,P__ARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
schizofrenia_zhu_2020,P,P__ORNARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
schizofrenia_zhu_2020,P,P__ARGSYN.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
schizofrenia_zhu_2020,P,P__ARGSYNBSUB.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.7400,7,P__ARGSYN.PWY_Cluster7,Relative abundances
schizofrenia_zhu_2020,P,P__BIOTIN.BIOSYNTHESIS.PWY,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6519,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
schizofrenia_zhu_2020,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.5103,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
schizofrenia_zhu_2020,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
schizofrenia_zhu_2020,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
schizofrenia_zhu_2020,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
schizofrenia_zhu_2020,P,P__FOLSYN.PWY,28,P__FOLSYN.PWY_Cluster28,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6612,28,P__FOLSYN.PWY_Cluster28,Relative abundances
schizofrenia_zhu_2020,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
schizofrenia_zhu_2020,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
schizofrenia_zhu_2020,P,P__MET.SAM.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
schizofrenia_zhu_2020,P,P__METSYN.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.5347,61,P__MET.SAM.PWY_Cluster61,Relative abundances
schizofrenia_zhu_2020,P,P__PEPTIDOGLYCANSYN.PWY,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6385,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
schizofrenia_zhu_2020,P,P__PWY.6387,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
sth_rubel_2020,P,P__ARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
sth_rubel_2020,P,P__ORNARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
sth_rubel_2020,P,P__ARGSYN.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
sth_rubel_2020,P,P__PWY.7400,7,P__ARGSYN.PWY_Cluster7,Relative abundances
sth_rubel_2020,P,P__BIOTIN.BIOSYNTHESIS.PWY,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
sth_rubel_2020,P,P__PWY.6519,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
sth_rubel_2020,P,P__BRANCHED.CHAIN.AA.SYN.PWY,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
sth_rubel_2020,P,P__PWY.5103,13,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster13,Relative abundances
sth_rubel_2020,P,P__HCAMHPDEG.PWY,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
sth_rubel_2020,P,P__PWY.6690,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
sth_rubel_2020,P,P__PEPTIDOGLYCANSYN.PWY,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
sth_rubel_2020,P,P__PWY.6387,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
t1d_alkanani_16s_2015,P,P__ARGSYN.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
t1d_alkanani_16s_2015,P,P__PWY.7400,5,P__ARGSYN.PWY_Cluster5,Relative abundances
t1d_alkanani_16s_2015,P,P__CENTFERM.PWY,12,P__CENTFERM.PWY_Cluster12,Relative abundances
t1d_alkanani_16s_2015,P,P__PWY.6590,12,P__CENTFERM.PWY_Cluster12,Relative abundances
t2d_karlsson_2013,P,P__P4.PWY,75,P__P4.PWY_Cluster75,Relative abundances
t2d_karlsson_2013,P,P__PWY0.781,75,P__P4.PWY_Cluster75,Relative abundances
t2d_karlsson_2013,All,P__FASYN.ELONG.PWY,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
t2d_karlsson_2013,All,P__PWY.6282,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
t2d_karlsson_2013,All,P__PWY.7664,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
t2d_karlsson_2013,All,P__PWY0.862,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
t2d_karlsson_2013,All,P__FOLSYN.PWY,2045,P__FOLSYN.PWY_Cluster2045,Relative abundances
t2d_karlsson_2013,All,P__PWY.6612,2045,P__FOLSYN.PWY_Cluster2045,Relative abundances
t2d_karlsson_2013,All,P__GALACTARDEG.PWY,2049,P__GALACTARDEG.PWY_Cluster2049,Relative abundances
t2d_karlsson_2013,All,P__GLUCARGALACTSUPER.PWY,2049,P__GALACTARDEG.PWY_Cluster2049,Relative abundances
t2d_qin_2012,P,P__MET.SAM.PWY,64,P__MET.SAM.PWY_Cluster64,Relative abundances
t2d_qin_2012,P,P__METSYN.PWY,64,P__MET.SAM.PWY_Cluster64,Relative abundances
t2d_qin_2012,P,P__PWY.5347,64,P__MET.SAM.PWY_Cluster64,Relative abundances
t2d_qin_2012,P,P__P4.PWY,81,P__P4.PWY_Cluster81,Relative abundances
t2d_qin_2012,P,P__PWY0.781,81,P__P4.PWY_Cluster81,Relative abundances
t2d_qin_2012,P,P__PEPTIDOGLYCANSYN.PWY,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
t2d_qin_2012,P,P__PWY.6387,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
t2d_qin_2012,P,P__PWY.6122,147,P__PWY.6122_Cluster147,Relative abundances
t2d_qin_2012,P,P__PWY.6277,147,P__PWY.6122_Cluster147,Relative abundances
t2d_qin_2012,P,P__PWY.6125,149,P__PWY.6125_Cluster149,Relative abundances
t2d_qin_2012,P,P__PWY.7228,149,P__PWY.6125_Cluster149,Relative abundances
uc_franzosa_2019,G,G__K00333,84,G__K00333_Cluster84,Relative abundances
uc_franzosa_2019,G,G__K01447,84,G__K00333_Cluster84,Relative abundances
uc_franzosa_2019,G,G__K02022,84,G__K00333_Cluster84,Relative abundances
uc_franzosa_2019,G,G__K09819,84,G__K00333_Cluster84,Relative abundances
uc_franzosa_2019,G,G__K02799,826,G__K02799_Cluster826,Relative abundances
uc_franzosa_2019,G,G__K02800,826,G__K02799_Cluster826,Relative abundances
uc_franzosa_2019,G,G__K02803,827,G__K02803_Cluster827,Relative abundances
uc_franzosa_2019,G,G__K02804,827,G__K02803_Cluster827,Relative abundances
uc_franzosa_2019,G,G__K02809,829,G__K02809_Cluster829,Relative abundances
uc_franzosa_2019,G,G__K02810,829,G__K02809_Cluster829,Relative abundances
uc_franzosa_2019,G,G__K07099,1487,G__K07099_Cluster1487,Relative abundances
uc_franzosa_2019,G,G__K16789,1487,G__K07099_Cluster1487,Relative abundances
uc_franzosa_2019,G,G__K14988,1845,G__K14988_Cluster1845,Relative abundances
uc_franzosa_2019,G,G__K14989,1845,G__K14988_Cluster1845,Relative abundances
uc_franzosa_2019,G,G__K17758,1905,G__K17758_Cluster1905,Relative abundances
uc_franzosa_2019,G,G__K17759,1905,G__K17758_Cluster1905,Relative abundances
uc_franzosa_2019,G,G__K20116,1960,G__K20116_Cluster1960,Relative abundances
uc_franzosa_2019,G,G__K20117,1960,G__K20116_Cluster1960,Relative abundances
uc_franzosa_2019,G,G__K20118,1960,G__K20116_Cluster1960,Relative abundances
uc_franzosa_2019,P,P__ARGSYN.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
uc_franzosa_2019,P,P__ARGSYNBSUB.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
uc_franzosa_2019,P,P__BIOTIN.BIOSYNTHESIS.PWY,9,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster9,Relative abundances
uc_franzosa_2019,P,P__PWY.6519,9,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster9,Relative abundances
uc_franzosa_2019,P,P__CENTFERM.PWY,12,P__CENTFERM.PWY_Cluster12,Relative abundances
uc_franzosa_2019,P,P__PWY.6590,12,P__CENTFERM.PWY_Cluster12,Relative abundances
uc_franzosa_2019,P,P__DENOVOPURINE2.PWY,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
uc_franzosa_2019,P,P__PRPP.PWY,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
uc_franzosa_2019,P,P__FASYN.ELONG.PWY,23,P__FASYN.ELONG.PWY_Cluster23,Relative abundances
uc_franzosa_2019,P,P__PWY.6282,23,P__FASYN.ELONG.PWY_Cluster23,Relative abundances
uc_franzosa_2019,P,P__PWY.7664,23,P__FASYN.ELONG.PWY_Cluster23,Relative abundances
uc_franzosa_2019,P,P__FOLSYN.PWY,26,P__FOLSYN.PWY_Cluster26,Relative abundances
uc_franzosa_2019,P,P__PWY.6612,26,P__FOLSYN.PWY_Cluster26,Relative abundances
uc_franzosa_2019,P,P__GALACTARDEG.PWY,30,P__GALACTARDEG.PWY_Cluster30,Relative abundances
uc_franzosa_2019,P,P__GLUCARGALACTSUPER.PWY,30,P__GALACTARDEG.PWY_Cluster30,Relative abundances
uc_franzosa_2019,P,P__HEME.BIOSYNTHESIS.II.1,48,P__HEME.BIOSYNTHESIS.II.1_Cluster48,Relative abundances
uc_franzosa_2019,P,P__PWY0.1415,48,P__HEME.BIOSYNTHESIS.II.1_Cluster48,Relative abundances
uc_franzosa_2019,P,P__MET.SAM.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
uc_franzosa_2019,P,P__METSYN.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
uc_franzosa_2019,P,P__PWY.5347,61,P__MET.SAM.PWY_Cluster61,Relative abundances
uc_franzosa_2019,P,P__P4.PWY,75,P__P4.PWY_Cluster75,Relative abundances
uc_franzosa_2019,P,P__PWY0.781,75,P__P4.PWY_Cluster75,Relative abundances
uc_franzosa_2019,P,P__P41.PWY,76,P__P41.PWY_Cluster76,Relative abundances
uc_franzosa_2019,P,P__PWY.5100,76,P__P41.PWY_Cluster76,Relative abundances
uc_franzosa_2019,P,P__PEPTIDOGLYCANSYN.PWY,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
uc_franzosa_2019,P,P__PWY.6387,83,P__PEPTIDOGLYCANSYN.PWY_Cluster83,Relative abundances
uc_franzosa_2019,P,P__PWY.5198,106,P__PWY.5198_Cluster106,Relative abundances
uc_franzosa_2019,P,P__PWY.8113,106,P__PWY.5198_Cluster106,Relative abundances
uc_franzosa_2019,P,P__PWY.5667,115,P__PWY.5667_Cluster115,Relative abundances
uc_franzosa_2019,P,P__PWY0.1319,115,P__PWY.5667_Cluster115,Relative abundances
uc_franzosa_2019,P,P__PWY.5686,119,P__PWY.5686_Cluster119,Relative abundances
uc_franzosa_2019,P,P__PWY.7790,119,P__PWY.5686_Cluster119,Relative abundances
uc_franzosa_2019,P,P__PWY.7791,119,P__PWY.5686_Cluster119,Relative abundances
uc_franzosa_2019,P,P__PWY.5838,123,P__PWY.5838_Cluster123,Relative abundances
uc_franzosa_2019,P,P__PWY.5861,123,P__PWY.5838_Cluster123,Relative abundances
uc_franzosa_2019,P,P__PWY.5897,123,P__PWY.5838_Cluster123,Relative abundances
uc_franzosa_2019,P,P__PWY.5898,123,P__PWY.5838_Cluster123,Relative abundances
uc_franzosa_2019,P,P__PWY.5899,123,P__PWY.5838_Cluster123,Relative abundances
uc_franzosa_2019,P,P__PWY.5845,125,P__PWY.5845_Cluster125,Relative abundances
uc_franzosa_2019,P,P__PWY.5862,125,P__PWY.5845_Cluster125,Relative abundances
uc_franzosa_2019,P,P__PWY.6122,139,P__PWY.6122_Cluster139,Relative abundances
uc_franzosa_2019,P,P__PWY.6277,139,P__PWY.6122_Cluster139,Relative abundances
uc_franzosa_2019,P,P__PWY.6125,141,P__PWY.6125_Cluster141,Relative abundances
uc_franzosa_2019,P,P__PWY.7228,141,P__PWY.6125_Cluster141,Relative abundances
uc_franzosa_2019,P,P__PWY.6126,142,P__PWY.6126_Cluster142,Relative abundances
uc_franzosa_2019,P,P__PWY.7229,142,P__PWY.6126_Cluster142,Relative abundances
uc_franzosa_2019,P,P__PWY.7220,192,P__PWY.7220_Cluster192,Relative abundances
uc_franzosa_2019,P,P__PWY.7222,192,P__PWY.7220_Cluster192,Relative abundances
uc_franzosa_2019,P,P__PWY.7371,203,P__PWY.7371_Cluster203,Relative abundances
uc_franzosa_2019,P,P__PWY.7992,203,P__PWY.7371_Cluster203,Relative abundances
uc_franzosa_2019,P,P__PWY0.845,243,P__PWY0.845_Cluster243,Relative abundances
uc_franzosa_2019,P,P__PYRIDOXSYN.PWY,243,P__PWY0.845_Cluster243,Relative abundances
uc_franzosa_2019,M,M__C18.neg_Cluster_0354..arachidonic.acid,23,M__C18.neg_Cluster_0354..arachidonic.acid_Cluster23,N/A
uc_franzosa_2019,M,M__C18.neg_Cluster_0709..arachidonic.acid,23,M__C18.neg_Cluster_0354..arachidonic.acid_Cluster23,N/A
uc_franzosa_2019,M,M__C18.neg_Cluster_0930..cholate,46,M__C18.neg_Cluster_0930..cholate_Cluster46,N/A
uc_franzosa_2019,M,M__C18.neg_Cluster_1258..cholate,46,M__C18.neg_Cluster_0930..cholate_Cluster46,N/A
uc_franzosa_2019,M,M__C18.neg_Cluster_1275..oleanolic.acid,56,M__C18.neg_Cluster_1275..oleanolic.acid_Cluster56,N/A
uc_franzosa_2019,M,M__C18.neg_Cluster_1596..oleanolic.acid,56,M__C18.neg_Cluster_1275..oleanolic.acid_Cluster56,N/A
uc_franzosa_2019,M,M__HILIC.pos_Cluster_0079..pyroglutamic.acid,369,M__HILIC.pos_Cluster_0079..pyroglutamic.acid_Cluster369,N/A
