Dataset,Module,Feature.X,Feature.Y,Spearman rho,Spearman p-value,Spearman FDR
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,M__Pentadecanal,0.2608240336898873,7.566733697395023e-6,3.510594574881031e-5
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,M__Pentanal..2.4.dimethyl.,-0.13744385695605207,0.019840521448716064,0.040032513605115325
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,M__Propionic.acid,0.1444541231126597,0.014309909031687607,0.030183308124244784
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,M__Quinoline,0.01661143734314466,0.7793188574966576,0.8381909147202011
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.5484,-0.5285735605857557,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.5676,-0.458835371945128,2.220446049250313e-16,4.146045983764109e-15
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.6385,0.860779464438001,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.6897,0.5402641058128863,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.6901,-0.6250558384704726,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.7237,0.30998856323797297,8.264236273092251e-8,5.441020297717962e-7
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.7953,0.8610485043411873,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,P__PWY.8004,-0.5520653127360444,0,0
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Coprococcus_eutactus,0.296472962856412,3.118627671661045e-7,1.807693088051873e-6
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Eggerthella_lenta,-0.17566379217755568,0.0028246744668956048,0.0073593864455447485
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Eubacterium_ramulus,0.26211858471609045,6.791534288508316e-6,3.1768203509695984e-5
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Flavonifractor_plautii,-0.3047049846556972,1.4000915138367986e-7,8.666870838370183e-7
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Gordonibacter_pamelaeae,0.03728739070996266,0.5292505269841417,0.6168616930600589
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Lachnospira_pectinoschiza,0.16670025679053846,0.004631630494265071,0.011332818760403686
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Megamonas_funiformis,0.22126992436935383,1.5737081487943172e-4,5.43991982238764e-4
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Megamonas_hypermegale,0.22955344985343595,8.693065512721532e-5,3.1633870987187937e-4
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Prevotella_copri,0.3219264924624321,2.4161976863723567e-8,1.7928659053929082e-7
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Roseburia_faecis,0.28220534038738937,1.1790898724051146e-6,6.188863431656339e-6
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Roseburia_intestinalis,0.04652321513873084,0.4323721609900122,0.5287751934258269
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Ruminococcus_callidus,0.17048182061816275,0.003770184168923496,0.009448272317720269
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Ruthenibacterium_lactatiformans,-0.09918753343715732,0.09351350142400272,0.15172632211102435
"ESRD (Wang, 2020)",module1,P__PWY.5686_Cluster281,T__Turicimonas_muris,0.0980928176158113,0.09720700559534423,0.15704791400439302
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__....Menthone,-0.11360641391129196,0.05454995356766523,0.09595737005956866
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__1.3.Cyclohexadiene..5..1.5.dimethyl.4.hexenyl..2.methyl....S..R..S....,-0.030490850612801833,0.606963202408445,0.6913310875432189
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__1.7.Di.3.ethylphenyl..2.2.4.4.6.6.hexamethyl.1.3.5.7.tetraoxa.2.4.6.trisilaheptane,0.17825670264694654,0.002437510317506275,0.00641924682460034
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__2.Heptanone..5.methyl.,-0.0629680279070523,0.28771576459528814,0.3844085112891885
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__2.Oxohexane,-0.07912057454740382,0.18134207872302666,0.26412867987919103
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Benzaldehyde..3.chloro.5.methoxy.4...4.methylphenyl.methoxy..,-0.09390558628363506,0.11241564973262785,0.17758866164419296
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Benzene..1.ethyl.4.methyl.,0.11921107347936616,0.04359631952415377,0.07907039480575023
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Butanoic.acid..butyl.ester,0.11502166532654337,0.051588497861126736,0.09145416196704023
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Ethanol..1..2.butoxyethoxy..,0.1100002639636786,0.0627383487025317,0.10835326637177195
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Oxime...methoxy.phenyl._,-0.05617654703020557,0.3429834737862525,0.44342585316974076
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Pentadecanal,0.25504373675105385,1.2175882300624608e-5,5.417316382973214e-5
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Pentanal..2.4.dimethyl.,-0.12555381610259658,0.033490417143528184,0.06310270492386866
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Propionic.acid,0.14431097357926626,0.014407670731595879,0.030333340043045665
"ESRD (Wang, 2020)",module1,P__PWY.6385,M__Quinoline,0.037413298084029795,0.5278597952713182,0.6157012870599401
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.5484,-0.4352080845983285,1.0658141036401503e-14,1.7098060056987762e-13
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.5676,-0.41490064813235544,2.278177646530821e-13,3.3055341903166945e-12
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.5686_Cluster281,0.860779464438001,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.6897,0.47510061077134247,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.6901,-0.5882435653777117,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.7237,0.2521052425865865,1.5440278131606533e-5,6.699610206438035e-5
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.7953,0.9721462480608822,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6385,P__PWY.8004,-0.518942439674147,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Coprococcus_eutactus,0.31800033494617497,3.6422272309266646e-8,2.5847332187074583e-7
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Eggerthella_lenta,-0.180836956466683,0.002100805109530146,0.005610356435533028
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Eubacterium_ramulus,0.273839913584559,2.4866734884554376e-6,1.253239426261391e-5
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Flavonifractor_plautii,-0.2780913047249617,1.707075895973631e-6,8.778146480875692e-6
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Gordonibacter_pamelaeae,0.043925519313307494,0.4585383679690862,0.5538443278014732
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Lachnospira_pectinoschiza,0.14913275656224795,0.011419111268812232,0.024774033781289777
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Megamonas_funiformis,0.22170698839373099,1.5260220910229272e-4,5.299204761204617e-4
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Megamonas_hypermegale,0.2037405698257047,5.146382801304306e-4,0.001601634959245231
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Prevotella_copri,0.2946074420030994,3.7264027485939266e-7,2.1436225912366072e-6
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Roseburia_faecis,0.23478880618094483,5.906816838208151e-5,2.2388899762792295e-4
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Roseburia_intestinalis,0.011999586296983687,0.8395993378605016,0.8850565903036661
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Ruminococcus_callidus,0.1355188836907592,0.021651884995578907,0.043102377040506276
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Ruthenibacterium_lactatiformans,-0.09646373610263267,0.10291716138342588,0.1652186706352672
"ESRD (Wang, 2020)",module1,P__PWY.6385,T__Turicimonas_muris,0.11131154960320701,0.05965100634268494,0.10394615587826264
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__....Menthone,-0.13048993689237592,0.027073825135871088,0.05235498612861998
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__1.3.Cyclohexadiene..5..1.5.dimethyl.4.hexenyl..2.methyl....S..R..S....,-0.10005797048479975,0.09065735507563533,0.14878779168753406
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__1.7.Di.3.ethylphenyl..2.2.4.4.6.6.hexamethyl.1.3.5.7.tetraoxa.2.4.6.trisilaheptane,0.0649685680173485,0.27264430694278374,0.36815870255818695
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__2.Butanone..3.methyl.,0.11718769035842207,0.047316020789329505,0.08493766379676329
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__2.Heptanone..5.methyl.,-0.07493827310900482,0.20559367910415993,0.29308035106337693
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__2.Oxohexane,-0.08368511569731082,0.15735894246484605,0.2355214657916684
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Benzaldehyde..3.chloro.5.methoxy.4...4.methylphenyl.methoxy..,-0.09998131949351462,0.09090603200074132,0.14898125244438037
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Benzene..1.ethyl.4.methyl.,0.08278205534303096,0.16190345352925317,0.2407498528804217
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Butanoic.acid..butyl.ester,0.032783273636932175,0.5801889142660119,0.6665004269783031
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Ethanol..1..2.butoxyethoxy..,0.07919874840606549,0.18090981017960628,0.26383645812365114
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Oxime...methoxy.phenyl._,0.02255569633618414,0.7035753925340975,0.7753965864502536
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Pentadecanal,0.10908045206825695,0.06498148360187983,0.11129911251509944
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Pentanal..2.4.dimethyl.,-0.019555647604428093,0.7414910795710132,0.80741715069922
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Propionic.acid,0.1198912875742144,0.04240236954808507,0.07721230841769608
"ESRD (Wang, 2020)",module1,P__PWY.6897,M__Quinoline,0.05132621443597053,0.38632696447978665,0.4864858071226943
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.5484,-0.45514800240409997,4.440892098500626e-16,8.093081760307541e-15
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.5676,-0.3646409484824119,1.876148125745658e-10,1.8745023817757057e-9
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.5686_Cluster281,0.5402641058128863,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.6385,0.47510061077134247,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.6901,-0.4404000471073642,4.884981308350689e-15,8.063759000306427e-14
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.7237,0.3900327061992915,7.281508729306552e-12,8.730145729137014e-11
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.7953,0.49787915336695826,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6897,P__PWY.8004,-0.3892240889192109,8.110845328701544e-12,9.673563172137233e-11
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Coprococcus_eutactus,0.13257876838090193,0.024694468480258802,0.04853666885075889
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Eggerthella_lenta,-0.10876904971610885,0.06575564830082081,0.11237161802645898
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Eubacterium_ramulus,0.062376493331125875,0.2922773103198175,0.3893612356190318
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Flavonifractor_plautii,-0.09008609078429278,0.12786076735259955,0.19800600137948454
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Gordonibacter_pamelaeae,-0.0798856908015971,0.1771439889427029,0.25934062134413705
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Lachnospira_pectinoschiza,0.07512866867460748,0.2044410727769732,0.29198543184071785
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Megamonas_funiformis,0.04688188982886267,0.4288281141037191,0.5263310581510087
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Megamonas_hypermegale,0.09943263922160724,0.09270207227133076,0.15073184913211382
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Prevotella_copri,0.26826188869875633,4.0348639509524276e-6,1.9639786496302628e-5
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Roseburia_faecis,0.08727612020656349,0.14023557194228653,0.21483297436753782
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Roseburia_intestinalis,-0.05371453760235417,0.3645837646356793,0.4662054930603015
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Ruminococcus_callidus,0.14543682431948543,0.013654364147156706,0.02906975843665699
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Ruthenibacterium_lactatiformans,-0.1206511885453852,0.041101203680984355,0.07520364818094968
"ESRD (Wang, 2020)",module1,P__PWY.6897,T__Turicimonas_muris,0.04915913304160287,0.40672212268514274,0.5068451835212009
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__....Menthone,0.1314381756454927,0.02597034829702105,0.050694475938829434
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__1.3.Cyclohexadiene..5..1.5.dimethyl.4.hexenyl..2.methyl....S..R..S....,0.10333568870154236,0.08052307692815708,0.13408740441691655
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__1.7.Di.3.ethylphenyl..2.2.4.4.6.6.hexamethyl.1.3.5.7.tetraoxa.2.4.6.trisilaheptane,-0.06778688790883913,0.2523383766379599,0.3456565375714207
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__2.Heptanone..5.methyl.,0.07938250773616627,0.17989669623849247,0.2626953038662089
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__2.Oxohexane,0.09657111181501425,0.10253280396399989,0.16483396431192077
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Benzaldehyde..3.chloro.5.methoxy.4...4.methylphenyl.methoxy..,0.0938335038944795,0.11269293149137427,0.17778012322531203
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Benzene..1.ethyl.4.methyl.,-0.06822293560098439,0.24929287782228604,0.3427212888830221
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Butanoic.acid..butyl.ester,-0.12285783322368689,0.03751205365031507,0.06947354326456726
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Ethanol..1..2.butoxyethoxy..,-1.6903827879437636e-4,0.9977250806286604,0.9986018162003903
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Oxime...methoxy.phenyl._,0.002967560894390163,0.9600790554363696,0.9748265767027166
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Pentadecanal,-0.1288848346775176,0.029033498581892747,0.05566956780234882
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Pentanal..2.4.dimethyl.,0.18979140777921266,0.0012350850168165728,0.0034994075476469564
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Propionic.acid,-0.04674289125508638,0.430199553729925,0.5273885471879912
"ESRD (Wang, 2020)",module1,P__PWY.6901,M__Quinoline,-0.013413923474899085,0.8209955379190292,0.8709233513106772
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.5484,0.5360620070985924,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.5676,0.1747246655783241,0.0029781440227898415,0.007722645682645406
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.5686_Cluster281,-0.6250558384704726,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.6385,-0.5882435653777117,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.6897,-0.4404000471073642,4.884981308350689e-15,8.063759000306427e-14
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.7237,-0.2869287392716618,7.653055704714973e-7,4.180734027659642e-6
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.7953,-0.6224106178374471,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6901,P__PWY.8004,0.6303884124006075,0,0
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Coprococcus_eutactus,-0.2908180345376185,5.329410752707986e-7,2.9902457376031505e-6
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Eggerthella_lenta,0.22908417536807352,8.995572051517797e-5,3.2423913185692315e-4
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Eubacterium_ramulus,-0.3067848098635563,1.1391180443354187e-7,7.289075575831697e-7
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Flavonifractor_plautii,0.30919525314001484,8.950908858551543e-8,5.842455696212153e-7
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Gordonibacter_pamelaeae,0.06334626290517378,0.28482422456030143,0.3818891015587797
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Lachnospira_pectinoschiza,-0.1856431784025266,0.0015843543913343083,0.004374738549647945
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Megamonas_funiformis,-0.24080489710803565,3.747592659752996e-5,1.4865069636568631e-4
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Megamonas_hypermegale,-0.16493193451976948,0.005092262880167953,0.01230135189928165
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Prevotella_copri,-0.35016707947507525,1.0570553321542775e-9,9.517676073705314e-9
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Roseburia_faecis,-0.2717091555173971,2.99549612603478e-6,1.4738099730253195e-5
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Roseburia_intestinalis,-0.1251412993858724,0.03408091112474976,0.06395083652568365
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Ruminococcus_callidus,-0.20313315225715653,5.352943753593742e-4,0.0016567942759084977
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Ruthenibacterium_lactatiformans,0.21396709804837602,2.608251909523851e-4,8.676962610693048e-4
"ESRD (Wang, 2020)",module1,P__PWY.6901,T__Turicimonas_muris,-0.07506423550935365,0.20483061020179605,0.2923584774684783
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__....Menthone,-0.1948655888467126,9.043891700417639e-4,0.0026514781587582215
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__1.3.Cyclohexadiene..5..1.5.dimethyl.4.hexenyl..2.methyl....S..R..S....,-0.19608946970133156,8.379285227535505e-4,0.002472540381907497
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__1.7.Di.3.ethylphenyl..2.2.4.4.6.6.hexamethyl.1.3.5.7.tetraoxa.2.4.6.trisilaheptane,0.08036293067459131,0.17456216238015831,0.25671569135054917
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__2.Heptanone..5.methyl.,-0.24693255660211225,2.3291906519951056e-5,9.717758800814746e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__2.Oxohexane,-0.368287627738357,1.1969580882009723e-10,1.2282299661809976e-9
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Benzaldehyde..3.chloro.5.methoxy.4...4.methylphenyl.methoxy..,-0.334190540635596,6.45288134037969e-9,5.19422745349291e-8
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Benzene..1.ethyl.4.methyl.,0.03072240443104512,0.6042339761132249,0.6892563833680152
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Butanoic.acid..butyl.ester,0.13672084196549253,0.020504815813509047,0.04122680531612852
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Ethanol..1..2.butoxyethoxy..,0.06561747606448261,0.26787317544996747,0.3633919743556659
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Oxime...methoxy.phenyl._,-0.040991125214158895,0.48912959900896413,0.5813048652364533
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Pentadecanal,0.07320086722464558,0.2163290059819265,0.3057056300414569
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Pentanal..2.4.dimethyl.,-0.27257364732318806,2.778105254730434e-6,1.3727817289101799e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Propionic.acid,0.19109445202839473,0.0011409376543189964,0.003269252800677577
"ESRD (Wang, 2020)",module1,P__PWY.7237,M__Quinoline,-0.2332277306738654,6.634297680285783e-5,2.48977431889473e-4
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.5484,-0.3544599568632757,6.387650408612444e-10,5.91506814260941e-9
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.5676,-0.22099755173137886,1.6041272712663535e-4,5.528293379644105e-4
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.5686_Cluster281,0.30998856323797297,8.264236273092251e-8,5.441020297717962e-7
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.6385,0.2521052425865865,1.5440278131606533e-5,6.699610206438035e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.6897,0.3900327061992915,7.281508729306552e-12,8.730145729137014e-11
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.6901,-0.2869287392716618,7.653055704714973e-7,4.180734027659642e-6
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.7953,0.256442887506835,1.0862810647660481e-5,4.8807658097377864e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,P__PWY.8004,-0.3317321188276658,8.447562871438663e-9,6.705069066598353e-8
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Coprococcus_eutactus,0.15305932000497502,0.009404387395824498,0.020982560712721064
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Eggerthella_lenta,-0.1994428185326318,6.782238082823078e-4,0.0020436426392421918
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Eubacterium_ramulus,0.1700134843968443,0.003868373613067355,0.009651867569077148
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Flavonifractor_plautii,-0.19662176940052548,8.104541101268126e-4,0.002400799041441975
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Gordonibacter_pamelaeae,-0.22696370106984562,1.0489995889129133e-4,3.733782911786901e-4
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Lachnospira_pectinoschiza,0.12233743414635703,0.0383336649332664,0.07076506379090831
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Megamonas_funiformis,0.16985475707581177,0.0039021723796925922,0.009714916591190956
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Megamonas_hypermegale,0.17035369583371435,0.003796819908549409,0.009494133646186119
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Prevotella_copri,0.2571811790197131,1.0225312211176174e-5,4.630867041164876e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Roseburia_faecis,0.12859955293765943,0.02939421934860187,0.0562689341816093
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Roseburia_intestinalis,0.25390683290030674,1.335241448119362e-5,5.8719691482932564e-5
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Ruminococcus_callidus,0.07478229596245767,0.20654141951537963,0.2942472505666259
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Ruthenibacterium_lactatiformans,-0.3423761726736469,2.5868795994199445e-9,2.223740274520239e-8
"ESRD (Wang, 2020)",module1,P__PWY.7237,T__Turicimonas_muris,0.041214231574443816,0.4867659359983114,0.5796696280241324
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__....Menthone,-0.12489339928364318,0.034440006641275556,0.06446535343371053
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__1.3.Cyclohexadiene..5..1.5.dimethyl.4.hexenyl..2.methyl....S..R..S....,-0.039438204072350415,0.5057507581360099,0.5957084938127355
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__1.7.Di.3.ethylphenyl..2.2.4.4.6.6.hexamethyl.1.3.5.7.tetraoxa.2.4.6.trisilaheptane,0.19084066340163902,0.0011587400064594355,0.0033160926315509973
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__2.Heptanone..5.methyl.,-0.07019504885358543,0.2358385492782915,0.32817965078741523
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__2.Oxohexane,-0.06790922492142004,0.25148134349124884,0.3446898318129151
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Benzaldehyde..3.chloro.5.methoxy.4...4.methylphenyl.methoxy..,-0.09184920770286624,0.12053858244862603,0.18807321288902062
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Benzene..1.ethyl.4.methyl.,0.14446326031691886,0.014303688732564712,0.030183308124244784
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Butanoic.acid..butyl.ester,0.12491471942691455,0.034408997492582305,0.06446027655271586
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Ethanol..1..2.butoxyethoxy..,0.12664114340943608,0.031975534327421284,0.060436222243835415
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Oxime...methoxy.phenyl._,-0.05961822730115413,0.3141825295829337,0.41251170166566165
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Pentadecanal,0.27326281442135103,2.6156756582906837e-6,1.3066906029794248e-5
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Pentanal..2.4.dimethyl.,-0.11623183726842264,0.04916348486123345,0.08776992046543089
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Propionic.acid,0.14938719816768598,0.011277852692117118,0.02451426377160572
"ESRD (Wang, 2020)",module1,P__PWY.7953,M__Quinoline,0.045343376136059065,0.44414842167088353,0.5401869218186186
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.5484,-0.5017198248905566,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.5676,-0.39278353760061074,5.03419528286031e-12,6.198863164516641e-11
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.5686_Cluster281,0.8610485043411873,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.6385,0.9721462480608822,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.6897,0.49787915336695826,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.6901,-0.6224106178374471,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.7237,0.256442887506835,1.0862810647660481e-5,4.8807658097377864e-5
"ESRD (Wang, 2020)",module1,P__PWY.7953,P__PWY.8004,-0.5525044061629427,0,0
"ESRD (Wang, 2020)",module1,P__PWY.7953,T__Coprococcus_eutactus,0.32404875996055227,1.9307288878778195e-8,1.461196148367333e-7
"ESRD (Wang, 2020)",module1,P__PWY.7953,T__Eggerthella_lenta,-0.1904793892312783,0.0011845228171756261,0.0033770263490177253
"ESRD (Wang, 2020)",module1,P__PWY.7953,T__Eubacterium_ramulus,0.3054322586822138,1.302892154164681e-7,8.205014877750273e-7
